Symbol	Species
BRAFLDRAFT_194931	branchiostoma floridae
kex1	aspergillus fumigatus af293
TRADD	equus caballus
BRAFLDRAFT_88587	branchiostoma floridae
CASP8	macaca mulatta
BRAFLDRAFT_75835	branchiostoma floridae
BRAFLDRAFT_120486	branchiostoma floridae
BRAFLDRAFT_75564	branchiostoma floridae
BRAFLDRAFT_75513	branchiostoma floridae
BRAFLDRAFT_229336	branchiostoma floridae
DNASE2	equus caballus
BRAFLDRAFT_160750	branchiostoma floridae
BRAFLDRAFT_210336	branchiostoma floridae
F7BMH9	ornithorhynchus anatinus
LOC100175152	ciona intestinalis
BRAFLDRAFT_234489	branchiostoma floridae
TcasGA2_TC010175	tribolium castaneum
CBG11869	caenorhabditis briggsae
CBG11302	caenorhabditis briggsae
BRAFLDRAFT_77638	branchiostoma floridae
DNASE2B	equus caballus
BRAFLDRAFT_188950	branchiostoma floridae
AIFM1	macaca mulatta
BRAFLDRAFT_221118	branchiostoma floridae
BRAFLDRAFT_221225	branchiostoma floridae
TcasGA2_TC009365	tribolium castaneum
TcasGA2_TC009364	tribolium castaneum
TcasGA2_TC009448	tribolium castaneum
BRAFLDRAFT_76036	branchiostoma floridae
A0A3B6A2C9	triticum aestivum
BRAFLDRAFT_66664	branchiostoma floridae
LOC107918940	gossypium hirsutum
CASP3	ornithorhynchus anatinus
PHLDA3	macaca mulatta
GSK3B	macaca mulatta
PDCD2L	equus caballus
hsp-60	caenorhabditis briggsae
TMEM117	macaca mulatta
ATM	ornithorhynchus anatinus
LOC103169510	ornithorhynchus anatinus
A0A6I8NU55	ornithorhynchus anatinus
A0A6I8NU23	ornithorhynchus anatinus
LOC107941134	gossypium hirsutum
MCL1	ornithorhynchus anatinus
A0A6I8NR67	ornithorhynchus anatinus
AIFM2	ornithorhynchus anatinus
PLEKHO2	ornithorhynchus anatinus
ANXA6	macaca mulatta
DFFB	ornithorhynchus anatinus
HIPK2	ornithorhynchus anatinus
DEDD	ornithorhynchus anatinus
GSK3B	ornithorhynchus anatinus
DNASE1L3	ornithorhynchus anatinus
A0A6I8NFS2	ornithorhynchus anatinus
TRADD	ornithorhynchus anatinus
asp-3	caenorhabditis briggsae
ENDOG	ornithorhynchus anatinus
CYLD	ornithorhynchus anatinus
ANXA6	ornithorhynchus anatinus
DNM1L	ornithorhynchus anatinus
LOC107903654	gossypium hirsutum
BCL2L10	ornithorhynchus anatinus
LOC100082949	ornithorhynchus anatinus
IFI6	ornithorhynchus anatinus
HIPK1	ornithorhynchus anatinus
XKR8	ornithorhynchus anatinus
asp-6	caenorhabditis briggsae
CBG11304	caenorhabditis briggsae
asp-5	caenorhabditis briggsae
fis-1	caenorhabditis briggsae
CTSK	equus caballus
BRAFLDRAFT_59798	branchiostoma floridae
TcasGA2_TC004502	tribolium castaneum
JMY	equus caballus
asp-2	caenorhabditis briggsae
TMEM117	equus caballus
BRAFLDRAFT_255437	branchiostoma floridae
BRAFLDRAFT_275011	branchiostoma floridae
BOK	equus caballus
BRAFLDRAFT_234792	branchiostoma floridae
BRAFLDRAFT_118819	branchiostoma floridae
BRAFLDRAFT_72166	branchiostoma floridae
GSK3A	equus caballus
BRAFLDRAFT_206502	branchiostoma floridae
LOC107925363	gossypium hirsutum
DIABLO	monodelphis domestica
BRAFLDRAFT_206528	branchiostoma floridae
BRAFLDRAFT_70777	branchiostoma floridae
BRAFLDRAFT_57673	branchiostoma floridae
AIFM2	monodelphis domestica
BRAFLDRAFT_206673	branchiostoma floridae
BRAFLDRAFT_88504	branchiostoma floridae
BRAFLDRAFT_90904	branchiostoma floridae
BRAFLDRAFT_57562	branchiostoma floridae
BRAFLDRAFT_169348	branchiostoma floridae
BRAFLDRAFT_66918	branchiostoma floridae
BRAFLDRAFT_75105	branchiostoma floridae
BRAFLDRAFT_80164	branchiostoma floridae
BRAFLDRAFT_77836	branchiostoma floridae
BRAFLDRAFT_115228	branchiostoma floridae
BRAFLDRAFT_236932	branchiostoma floridae
BRAFLDRAFT_269073	branchiostoma floridae
BRAFLDRAFT_236949	branchiostoma floridae
TFPT	equus caballus
BRAFLDRAFT_101242	branchiostoma floridae
BRAFLDRAFT_129628	branchiostoma floridae
LOC107927323	gossypium hirsutum
BRAFLDRAFT_68940	branchiostoma floridae
TcasGA2_TC010884	tribolium castaneum
BRAFLDRAFT_247509	branchiostoma floridae
RELT	equus caballus
LOC107928254	gossypium hirsutum
XKR5	sus scrofa
A0A287BS73	sus scrofa
DELE1	monodelphis domestica
LOC107951018	gossypium hirsutum
LOC108987342	juglans regia
LOC108984172	juglans regia
FIS1	pan troglodytes
TOP2A	macaca mulatta
TFPT	ornithorhynchus anatinus
DICER1	sus scrofa
DNASE1L3	sus scrofa
LOC108983248	juglans regia
IFI27L2	pan troglodytes
F7ENY4	ornithorhynchus anatinus
LOC108988928	juglans regia
CASP7	canis lupus familiaris
XKR9	ornithorhynchus anatinus
BCL2L2-PABPN1	macaca mulatta
LSAT_1X121600	lactuca sativa
CASP9	macaca mulatta
M4D2W6	brassica rapa subsp. pekinensis
CASP2	ornithorhynchus anatinus
100781070	glycine max
F7FL02	macaca mulatta
AEN	macaca mulatta
ENDOG	monodelphis domestica
BCL2L10	sus scrofa
CASP10	sus scrofa
DIABLO	sus scrofa
M4EVR9	brassica rapa subsp. pekinensis
A0A3B6G2E2	triticum aestivum
BRAFLDRAFT_111442	branchiostoma floridae
CASP8AP2	macaca mulatta
BRAFLDRAFT_176443	branchiostoma floridae
BRAFLDRAFT_256873	branchiostoma floridae
MCL1	macaca mulatta
A0A3B6GY71	triticum aestivum
A0A1S4GXS5	anopheles gambiae
A0A1S4H358	anopheles gambiae
A0A1S4H717	anopheles gambiae
23153	monosiga brevicollis
DICPUDRAFT_157558	dictyostelium purpureum
1982	monosiga brevicollis
ced-9	caenorhabditis briggsae
32345	monosiga brevicollis
LOC100737977	sus scrofa
CDIP1	sus scrofa
TMEM117	canis lupus familiaris
PPIF	sus scrofa
J9P7C5	canis lupus familiaris
100844376	brachypodium distachyon
XKR9	sus scrofa
XKR7	sus scrofa
DAPPUDRAFT_303833	daphnia pulex
F1SIM9	sus scrofa
PML	sus scrofa
DDIT4	canis lupus familiaris
AEN	canis lupus familiaris
DNASE2B	sus scrofa
CASP6	pan troglodytes
100817248	glycine max
TOP2A	canis lupus familiaris
NGFR	canis lupus familiaris
BRAFLDRAFT_111823	branchiostoma floridae
HIPK2	canis lupus familiaris
AIFM3	canis lupus familiaris
CTSL3	canis lupus familiaris
JMY	macaca mulatta
ENDOG	pan troglodytes
BNIP3L	pan troglodytes
GSDMD	pan troglodytes
CASP10	macaca mulatta
BBC3	macaca mulatta
MAP3K5	macaca mulatta
PRKDC	pan troglodytes
DELE1	pan troglodytes
BCL2	pan troglodytes
PRUNE2	macaca mulatta
PRUPE_1G175000	prunus persica
PRUPE_1G334800	prunus persica
ctsL	oryzias latipes
dcr-1	caenorhabditis briggsae
TcasGA2_TC003841	tribolium castaneum
DNM1L	equus caballus
POPTR_016G135100	populus trichocarpa
PML	equus caballus
EndoG	tribolium castaneum
TcasGA2_TC009537	tribolium castaneum
PLEKHO2	equus caballus
TcasGA2_TC009486	tribolium castaneum
TcasGA2_TC012581	tribolium castaneum
TcasGA2_TC012580	tribolium castaneum
TcasGA2_TC009362	tribolium castaneum
DAPL1	ornithorhynchus anatinus
IFI6	monodelphis domestica
wah-1	caenorhabditis briggsae
TcasGA2_TC009740	tribolium castaneum
CDIP1	equus caballus
IFI27L1	macaca mulatta
BRAFLDRAFT_117890	branchiostoma floridae
LOC100552932	anolis carolinensis
TcasGA2_TC013830	tribolium castaneum
BRAFLDRAFT_118367	branchiostoma floridae
TcasGA2_TC002843	tribolium castaneum
CBG16997	caenorhabditis briggsae
PRUNE2	equus caballus
LOC111775633	equus caballus
LOC107922280	gossypium hirsutum
TNFRSF1A	equus caballus
XKR8	equus caballus
TcasGA2_TC003009	tribolium castaneum
TcasGA2_TC003010	tribolium castaneum
FAS	sus scrofa
TcasGA2_TC010999	tribolium castaneum
TcasGA2_TC011000	tribolium castaneum
TcasGA2_TC001950	tribolium castaneum
TcasGA2_TC011003	tribolium castaneum
CASP8AP2	monodelphis domestica
TNFRSF1B	equus caballus
TcasGA2_TC014659	tribolium castaneum
FHIT	equus caballus
FAM162A	equus caballus
TcasGA2_TC013535	tribolium castaneum
TcasGA2_TC013683	tribolium castaneum
BRAFLDRAFT_124437	branchiostoma floridae
DICER1	equus caballus
TcasGA2_TC014026	tribolium castaneum
A0A5F4BV43	canis lupus familiaris
100191776	zea mays
HTRA1	equus caballus
LOC107810351	nicotiana tabacum
TNFSF12	canis lupus familiaris
CYFIP2	equus caballus
CASP2	canis lupus familiaris
CRIP1	equus caballus
LOC107810839	nicotiana tabacum
DICER1	canis lupus familiaris
DFFB	pan troglodytes
MANES_15G136000	manihot esculenta
HannXRQ_Chr15g0481891	helianthus annuus
XKR6	equus caballus
TNFRSF11A	bos taurus
TOP2A	felis catus
GSDMD	canis lupus familiaris
tchp	oryzias latipes
BNIP3	felis catus
BID	canis lupus familiaris
BNIP2	canis lupus familiaris
CASP7	macaca mulatta
CYLD	canis lupus familiaris
TMEM109	pan troglodytes
11418811	medicago truncatula
ERN2	pan troglodytes
BBC3	canis lupus familiaris
PRUPE_1G579600	prunus persica
MANES_16G030700	manihot esculenta
A0A3Q2LU38	equus caballus
MANES_08G172100	manihot esculenta
PRUNE2	bos taurus
A0A3Q2LHL4	equus caballus
ATM	canis lupus familiaris
DELE1	equus caballus
MCL1	canis lupus familiaris
BAX	canis lupus familiaris
CTSS	canis lupus familiaris
GSK3A	canis lupus familiaris
DNASE2B	canis lupus familiaris
MAP3K5	canis lupus familiaris
casp3	oryzias latipes
HannXRQ_Chr02g0058351	helianthus annuus
tnfrsf1a	oryzias latipes
FASLG	canis lupus familiaris
ERN1	canis lupus familiaris
LOC101174474	oryzias latipes
LOC101164922	oryzias latipes
dnase2	oryzias latipes
endog	oryzias latipes
LOC101164719	oryzias latipes
A0A1S4GA27	anopheles gambiae
GSDMA	canis lupus familiaris
100826955	brachypodium distachyon
A0A3B6H473	triticum aestivum
100839902	brachypodium distachyon
DFFB	macaca mulatta
DEDD2	equus caballus
CASP7	equus caballus
PRUPE_4G051500	prunus persica
MAP3K5	equus caballus
LGALS12	equus caballus
AIFM3	sus scrofa
LOC718594	macaca mulatta
XKR4	equus caballus
TMEM109	sus scrofa
TNFRSF10B	macaca mulatta
LOC107794545	nicotiana tabacum
BAD	macaca mulatta
DNASE2B	pan troglodytes
PRUPE_4G285900	prunus persica
bcl2	oryzias latipes
20217645	helobdella robusta
PHLDA3	anolis carolinensis
20213786	helobdella robusta
NGFR	anolis carolinensis
LSAT_7X22601	lactuca sativa
CASP3	monodelphis domestica
LOC654275	monodelphis domestica
Os05g0557400	oryza sativa japonica group
DNASE1L3	anolis carolinensis
LOC101169237	oryzias latipes
20215752	helobdella robusta
NSL1	helianthus annuus
LOC100561101	anolis carolinensis
CASP6	anolis carolinensis
HannXRQ_Chr06g0176441	helianthus annuus
CASP8AP2	anolis carolinensis
BAK1	equus caballus
100834800	brachypodium distachyon
LOC104611121	nelumbo nucifera
LOC109021492	juglans regia
GSDMC	equus caballus
STPG1	equus caballus
LOC110017567	oryzias latipes
20215915	helobdella robusta
siva1	oryzias latipes
hspd1	oryzias latipes
A0A3B6JGU0	triticum aestivum
20217649	helobdella robusta
20211323	helobdella robusta
LOC101160592	oryzias latipes
20210890	helobdella robusta
20210790	helobdella robusta
20216885	helobdella robusta
20216706	helobdella robusta
cdk5	oryzias latipes
LOC101164549	oryzias latipes
20210326	helobdella robusta
LOC101165916	oryzias latipes
LOC101165175	oryzias latipes
HannXRQ_Chr03g0067821	helianthus annuus
20210134	helobdella robusta
tnfrsf21	oryzias latipes
20210015	helobdella robusta
20210014	helobdella robusta
20209906	helobdella robusta
LOC101161728	oryzias latipes
BOK	anolis carolinensis
20210429	helobdella robusta
htra1	oryzias latipes
LOC101154866	oryzias latipes
20209212	helobdella robusta
HIPK1	anolis carolinensis
TOP2A	anolis carolinensis
casp8ap2	oryzias latipes
PRUNE2	anolis carolinensis
20214162	helobdella robusta
20214001	helobdella robusta
H2MXM9	oryzias latipes
20216033	helobdella robusta
MANES_07G024600	manihot esculenta
LGALS12	bos taurus
LSAT_1X112601	lactuca sativa
CAD1	helianthus annuus
JMY	pan troglodytes
ATCAY	pan troglodytes
CASP9	canis lupus familiaris
LSAT_6X58161	lactuca sativa
CTSV	pan troglodytes
CDIP1	pan troglodytes
DICER1	pan troglodytes
BNIP2	sus scrofa
TNFRSF10C	pan troglodytes
TNFRSF1A	macaca mulatta
CASP2	pan troglodytes
HIPK2	pan troglodytes
BAK1	pan troglodytes
CTSL	pan troglodytes
TCM_029603	theobroma cacao
EXOG	pan troglodytes
BIK	pan troglodytes
BID	pan troglodytes
ctsS	oryzias latipes
TNFRSF1A	canis lupus familiaris
CASP8AP2	canis lupus familiaris
LSAT_7X75680	lactuca sativa
A0A3Q1LRT3	bos taurus
TFPT	pan troglodytes
PLEKHO2	canis lupus familiaris
LOC101168720	oryzias latipes
GSK3A	pan troglodytes
AIFM1	canis lupus familiaris
BCL2L1	pan troglodytes
LOC101163518	oryzias latipes
xkr9	oryzias latipes
LOC100049265	oryzias latipes
ddit4	oryzias latipes
JMY	oryzias latipes
ern1	oryzias latipes
PPIF	oryzias latipes
LOC101174197	oryzias latipes
casp2	oryzias latipes
20200741	helobdella robusta
20200739	helobdella robusta
aifm3	oryzias latipes
LOC101164818	oryzias latipes
20200691	helobdella robusta
casp8	oryzias latipes
LOC100125536	oryzias latipes
tfpt	oryzias latipes
dicer1	oryzias latipes
LOC101168611	oryzias latipes
CTSK	canis lupus familiaris
cyld	oryzias latipes
LOC101174093	oryzias latipes
aifm1	oryzias latipes
ERN2	canis lupus familiaris
LOC101167883	oryzias latipes
20202384	helobdella robusta
fis1	oryzias latipes
20203976	helobdella robusta
anxa6	oryzias latipes
LOC101171789	oryzias latipes
FAS	canis lupus familiaris
DNASE1L3	canis lupus familiaris
LOC101161208	oryzias latipes
kex1	aspergillus nidulans fgsc a4
LOC101168028	oryzias latipes
A0A3B6IQI8	triticum aestivum
cdip1	oryzias latipes
CYFIP2	canis lupus familiaris
20197225	helobdella robusta
LOC101168213	oryzias latipes
LOC101168926	oryzias latipes
bnip3	oryzias latipes
prkdc	oryzias latipes
20195302	helobdella robusta
20194906	helobdella robusta
AIFM2	oryzias latipes
tmem117	oryzias latipes
XKR4	oryzias latipes
LOC101159282	oryzias latipes
XKR4	canis lupus familiaris
20195668	helobdella robusta
LOC101160650	oryzias latipes
20194626	helobdella robusta
pdcd2l	oryzias latipes
H9G9Z3	anolis carolinensis
A0A3B6HTM3	triticum aestivum
FAM162A	macaca mulatta
XKR9	anolis carolinensis
AIFM2	anolis carolinensis
HannXRQ_Chr08g0224251	helianthus annuus
HIPK2	anolis carolinensis
GLYMA_09G275800	glycine max
JMY	anolis carolinensis
BAK1	anolis carolinensis
TNFRSF21	anolis carolinensis
ctsl	anolis carolinensis
DICER1	anolis carolinensis
G1KMF0	anolis carolinensis
DNM1L	anolis carolinensis
ANXA6	anolis carolinensis
NAIP	anolis carolinensis
LOC100092695	ornithorhynchus anatinus
BNIP3	anolis carolinensis
LSAT_1X69961	lactuca sativa
TRADD	anolis carolinensis
FHIT	anolis carolinensis
TMEM117	anolis carolinensis
G1KWU3	anolis carolinensis
HannXRQ_Chr09g0249111	helianthus annuus
dap	anolis carolinensis
HannXRQ_Chr10g0286581	helianthus annuus
GSDMD	felis catus
MANES_05G194100	manihot esculenta
LOC111559122	felis catus
EXOG	canis lupus familiaris
HIPK1	canis lupus familiaris
DEDD2	canis lupus familiaris
CRIP1	canis lupus familiaris
100800821	glycine max
LOC109004003	juglans regia
GSDMC	canis lupus familiaris
LOC484411	canis lupus familiaris
ANXA6	canis lupus familiaris
CDK5	sus scrofa
FASLG	sus scrofa
ATCAY	sus scrofa
TRADD	canis lupus familiaris
XKR6	monodelphis domestica
STPG1	canis lupus familiaris
XKR9	canis lupus familiaris
PDCD2L	canis lupus familiaris
hsp60	neurospora crassa or74a
E2R2G4	canis lupus familiaris
CBG20332	caenorhabditis briggsae
asp-1	caenorhabditis briggsae
DNM1L	canis lupus familiaris
TNFRSF4	canis lupus familiaris
kex1	neurospora crassa or74a
ATCAY	canis lupus familiaris
BCL2	canis lupus familiaris
TNFRSF11A	canis lupus familiaris
M4DBC9	brassica rapa subsp. pekinensis
GSK3B	canis lupus familiaris
HTRA4	monodelphis domestica
A0A3B6EI03	triticum aestivum
LSAT_9X37781	lactuca sativa
GSDMA	ornithorhynchus anatinus
GSDMB	monodelphis domestica
BRAFLDRAFT_91830	branchiostoma floridae
LOC109019849	juglans regia
BRAFLDRAFT_284341	branchiostoma floridae
BRAFLDRAFT_284339	branchiostoma floridae
BNIPL	canis lupus familiaris
AIFM2	canis lupus familiaris
AIFM2	macaca mulatta
ENDOG	canis lupus familiaris
FAM162A	sus scrofa
HIPK2	sus scrofa
HIPK2	macaca mulatta
TNFSF13	macaca mulatta
CASP3	macaca mulatta
CASP6	macaca mulatta
M4EDE4	brassica rapa subsp. pekinensis
M4EBM9	brassica rapa subsp. pekinensis
LOC109021684	juglans regia
BCL2L2	ornithorhynchus anatinus
PHLDA3	ornithorhynchus anatinus
DAPPUDRAFT_318955	daphnia pulex
DAPPUDRAFT_303938	daphnia pulex
DAPPUDRAFT_318376	daphnia pulex
DAPPUDRAFT_103181	daphnia pulex
DAPPUDRAFT_303873	daphnia pulex
DAPPUDRAFT_243363	daphnia pulex
DAPPUDRAFT_303871	daphnia pulex
DAPPUDRAFT_103172	daphnia pulex
DAPPUDRAFT_318354	daphnia pulex
DAPPUDRAFT_303863	daphnia pulex
DAPPUDRAFT_103158	daphnia pulex
DAPPUDRAFT_103157	daphnia pulex
DAPPUDRAFT_303931	daphnia pulex
DAPPUDRAFT_303861	daphnia pulex
DAPPUDRAFT_243335	daphnia pulex
DAPPUDRAFT_102851	daphnia pulex
ATCAY	monodelphis domestica
DAPPUDRAFT_242682	daphnia pulex
WBGene00275438	pristionchus pacificus
HIPK2	equus caballus
WBGene00279465	pristionchus pacificus
WBGene00281357	pristionchus pacificus
DAPPUDRAFT_323100	daphnia pulex
DAPPUDRAFT_323073	daphnia pulex
DAPPUDRAFT_216612	daphnia pulex
DAPPUDRAFT_227872	daphnia pulex
WBGene00273832	pristionchus pacificus
WBGene00274758	pristionchus pacificus
DAPPUDRAFT_240627	daphnia pulex
DAPPUDRAFT_240619	daphnia pulex
DAPPUDRAFT_223576	daphnia pulex
DAPPUDRAFT_101008	daphnia pulex
DAPPUDRAFT_100968	daphnia pulex
DAPPUDRAFT_302077	daphnia pulex
DAPPUDRAFT_100849	daphnia pulex
DAPPUDRAFT_223518	daphnia pulex
DAPPUDRAFT_315977	daphnia pulex
DAPPUDRAFT_100620	daphnia pulex
DAPPUDRAFT_102355	daphnia pulex
GSDMA	monodelphis domestica
HTRA4	macaca mulatta
LOC104609003	nelumbo nucifera
DAPPUDRAFT_198557	daphnia pulex
DAPPUDRAFT_305906	daphnia pulex
LOC104608422	nelumbo nucifera
AIFM1	equus caballus
LOC100186319	ciona intestinalis
TRAES_3BF048500010CFD_c1	triticum aestivum
DAPPUDRAFT_319984	daphnia pulex
DAPPUDRAFT_225308	daphnia pulex
BID	macaca mulatta
DAPPUDRAFT_26678	daphnia pulex
WBGene00279972	pristionchus pacificus
DAPPUDRAFT_326825	daphnia pulex
WBGene00278598	pristionchus pacificus
DAPPUDRAFT_189045	daphnia pulex
DAPPUDRAFT_111096	daphnia pulex
DAPPUDRAFT_308316	daphnia pulex
DAPPUDRAFT_59091	daphnia pulex
DAPPUDRAFT_307426	daphnia pulex
DAPPUDRAFT_320242	daphnia pulex
LOC104607309	nelumbo nucifera
DAPPUDRAFT_108704	daphnia pulex
DAPPUDRAFT_251616	daphnia pulex
DAPPUDRAFT_251609	daphnia pulex
DAPPUDRAFT_56759	daphnia pulex
DAPPUDRAFT_251524	daphnia pulex
F6WTE3	ciona intestinalis
HIPK1	sus scrofa
DAPPUDRAFT_247323	daphnia pulex
DAPPUDRAFT_325097	daphnia pulex
DAPPUDRAFT_325081	daphnia pulex
DAPPUDRAFT_325080	daphnia pulex
DAPPUDRAFT_252816	daphnia pulex
DAPPUDRAFT_109586	daphnia pulex
DAPPUDRAFT_325040	daphnia pulex
DDIT4	equus caballus
DAPPUDRAFT_105611	daphnia pulex
DAPPUDRAFT_246498	daphnia pulex
DAPPUDRAFT_246435	daphnia pulex
DAPPUDRAFT_105337	daphnia pulex
1281151	anopheles gambiae
1272021	anopheles gambiae
A0A7M7LSV7	strongylocentrotus purpuratus
A0A7M7LT64	strongylocentrotus purpuratus
1273669	anopheles gambiae
BnaC03g58590D	brassica napus
1271206	anopheles gambiae
AgaP_AGAP000599	anopheles gambiae
CASPS3	anopheles gambiae
CASPS2	anopheles gambiae
1275759	anopheles gambiae
CASPS6	anopheles gambiae
CASPS5	anopheles gambiae
CASPS11	anopheles gambiae
1280887	anopheles gambiae
1276441	anopheles gambiae
1269444	anopheles gambiae
11437559	medicago truncatula
11427623	medicago truncatula
MTR_8g095140	medicago truncatula
11439016	medicago truncatula
11438589	medicago truncatula
1268756	anopheles gambiae
CASPS14	anopheles gambiae
BNIP2	gorilla gorilla gorilla
RELT	gorilla gorilla gorilla
BAX	gorilla gorilla gorilla
BID	gorilla gorilla gorilla
PRKDC	gorilla gorilla gorilla
IFI27L2	gorilla gorilla gorilla
CASP10	gorilla gorilla gorilla
AIFM1	gorilla gorilla gorilla
TNFRSF1B	gorilla gorilla gorilla
DNASE2B	gorilla gorilla gorilla
A0A7M7P0F4	strongylocentrotus purpuratus
DFFB	gorilla gorilla gorilla
FIS1	gorilla gorilla gorilla
G3QPQ5	gorilla gorilla gorilla
HTRA1	gorilla gorilla gorilla
A0A7M7P4W3	strongylocentrotus purpuratus
A0A7M7P581	strongylocentrotus purpuratus
G3RF13	gorilla gorilla gorilla
G3RI71	gorilla gorilla gorilla
A0A7M7P7I3	strongylocentrotus purpuratus
TMEM109	gorilla gorilla gorilla
MANES_13G079000	manihot esculenta
GSDMD	gorilla gorilla gorilla
A0A7M7NY68	strongylocentrotus purpuratus
BAK1	gorilla gorilla gorilla
XKR9	gorilla gorilla gorilla
ZOSMA_58G01010	zostera marina
ZOSMA_5G02560	zostera marina
GSDMA	macaca mulatta
G3S7S4	gorilla gorilla gorilla
BnaA06g09590D	brassica napus
A0A7M7NSD9	strongylocentrotus purpuratus
LOC101168687	oryzias latipes
A0A7M7PJZ1	strongylocentrotus purpuratus
CISIN_1g008646mg	citrus sinensis
A0A7M7PEV9	strongylocentrotus purpuratus
ZOSMA_31G00290	zostera marina
CASP9	gorilla gorilla gorilla
casp9	oryzias latipes
ZOSMA_33G00780	zostera marina
CASPS8	anopheles gambiae
101261808	solanum lycopersicum
VIT_05s0062g00790	vitis vinifera
1279761	anopheles gambiae
20211666	helobdella robusta
BnaA08g14740D	brassica napus
CISIN_1g008004mg	citrus sinensis
CISIN_1g007385mg	citrus sinensis
101264464	solanum lycopersicum
A0A7M7N333	strongylocentrotus purpuratus
A0A7M7N2I5	strongylocentrotus purpuratus
TRIADDRAFT_16993	trichoplax adhaerens
v1g196260	nematostella vectensis
FAM162A	gorilla gorilla gorilla
ERN2	equus caballus
v1g100451	nematostella vectensis
LOC100093369	ornithorhynchus anatinus
CASP9	monodelphis domestica
LOC104587841	nelumbo nucifera
F6QBX0	monodelphis domestica
LOC100177966	ciona intestinalis
LOC104587973	nelumbo nucifera
v1g228708	nematostella vectensis
MIMGU_mgv1a003011mg	erythranthe guttata
MIMGU_mgv1a003191mg	erythranthe guttata
Os07g0166100	oryza sativa japonica group
v1g240796	nematostella vectensis
v1g96020	nematostella vectensis
JI435_164250	parastagonospora nodorum sn15
JI435_164750	parastagonospora nodorum sn15
SOVF_017970	spinacia oleracea
POPTR_010G104600	populus trichocarpa
Os06g0251100	oryza sativa japonica group
A0A7M7SST1	strongylocentrotus purpuratus
A0A7M7T0Z6	strongylocentrotus purpuratus
v1g214369	nematostella vectensis
CYFIP2	ornithorhynchus anatinus
v1g135550	nematostella vectensis
v1g224007	nematostella vectensis
v1g218678	nematostella vectensis
v1g137519	nematostella vectensis
v1g137533	nematostella vectensis
v1g137509	nematostella vectensis
v1g137597	nematostella vectensis
A0A7M7T053	strongylocentrotus purpuratus
LOC107802019	nicotiana tabacum
A0A7M7SY55	strongylocentrotus purpuratus
v1g190019	nematostella vectensis
A0A7M7SX05	strongylocentrotus purpuratus
F6PIY0	ciona intestinalis
A0A7M7RDI2	strongylocentrotus purpuratus
A0A7M7RD70	strongylocentrotus purpuratus
A0A7M7RCL0	strongylocentrotus purpuratus
A0A7M7RA60	strongylocentrotus purpuratus
POPTR_004G064000	populus trichocarpa
DNASE2	sus scrofa
POPTR_002G234700	populus trichocarpa
SOVF_128530	spinacia oleracea
A0A7M7RGS8	strongylocentrotus purpuratus
A0A7M7RFN5	strongylocentrotus purpuratus
POPTR_001G305600	populus trichocarpa
LOC100559769	anolis carolinensis
LOC103278072	anolis carolinensis
DIABLO	anolis carolinensis
LOC100551768	anolis carolinensis
XKR7	ornithorhynchus anatinus
TCHP	monodelphis domestica
LOC100181289	ciona intestinalis
CASP8	equus caballus
BAX	ornithorhynchus anatinus
POPTR_006G028600	populus trichocarpa
SORBI_3010G103300	sorghum bicolor
POPTR_008G136400	populus trichocarpa
IFI27	equus caballus
CASP3	equus caballus
LOC107903791	gossypium hirsutum
BID	equus caballus
TOP2A	ornithorhynchus anatinus
SS1G_04823	sclerotinia sclerotiorum 1980 uf-70
A0A6I8N3S1	ornithorhynchus anatinus
TMEM117	ornithorhynchus anatinus
1273124	anopheles gambiae
LOC107945190	gossypium hirsutum
HTRA2	equus caballus
100786006	glycine max
XKR4	sus scrofa
100792859	glycine max
LOC100076077	ornithorhynchus anatinus
1281765	anopheles gambiae
DFFB	monodelphis domestica
1269179	anopheles gambiae
RNF186	monodelphis domestica
CASP7	ornithorhynchus anatinus
